srn,nsite_id,facility_name
,-8708461262281732814,Strong Fuels
,4223487998655095999,KIM'S CLEANERS
,-5916419266642435473,Saddleback Village
,6050924546358449884,Hilbrands Landscape Management Inc
,-5849562064733600367,GRAND RAPIDS BOARD OF EDUCATION
,8698413425344719639,GENERAL MOTORS CORPORATION
N7177,-3855616992342140200,Consumers Energy Company (N7177)
N2829,4365126458064287228,Sheridan Publishing Grand Rapids (N2829)
,-2507982209599497187,PFEIFFER LINCOLN MERCURY
P0110,2977568812680926716,Roskam Baking Company (P0110)
,-5541167126726489370,Ada Valley Meat Company
,1647830337331183,AMOCO OIL COMPANY
L0550,-5718653769113093698,CALVIN COLLEGE (L0550)
,-1840444118659993740,City of East Grand Rapids DPW
E6807,-932244608428617432,Corewell Health Blodgett Campus (E6807)
,-2514868680518802521,DJ Lounge
N3225,2156248156673274212,KENT CAREER TECHNICAL CENTER (N3225)
N7604,-5503910625896226603,MICHIGAN REUTILIZATION LLC (N7604)
N7376,-160102816245741034,PETTIS & ASSOCIATES INC. (N7376)
,-6591420216215543191,Tubergen Properties Jerry Tubergen
,-3738547030228499,unknown
,-9015264084182312877,VALVOLINE INSTANT OIL CHANGE
B5152,-8720712292227187262,GALLAGHER'S FARM SERVICE (B5152)
,-6933009740204967263,"CLOTING CARE CENTER, INC"
,-6241776089411345837,Bumper Poole
,-5587397538569245946,UNKNOWN
A1723,-4054523368784393419,Matcor Automotive Inc.   (A1723)
N7984,-2932984305066581072,IONIA CITY LANDFILL (N7984)
,-2710783047593065139,Ionia County Building Permits Department
,739499310010851558,Ionia County Memorial Hospital
,1890746075042428070,"unknown, ionia county"
,3475703230829784575,REISBIG BROTHERS
N0923,3605553678631788393,"Ventra Ionia Main, LLC (N0923)"
N6940,4008596983016226270,"Ventra Ionia Paint, LLC (N6940)"
K2120,4846063337840496587,MDOC IONIA FACILITIES (K2120)
,5303985341174426611,Consumers Concrete - Ionia Plant
N3943,5677944703664637027,VOLCOR FINISHING INC (N3943)
,5686625882387758173,Susan Demartini
,6992648928879462224,"IONIA, CITY OF"
,8447194453057436727,S S PETER & PAUL CHURCH
,8595765269312602282,CLOTHING CARE CENTER
,-7304118987596652845,Corewell Health Pennock Hospital
N7805,-6652430316400771228,BARRY COUNTY ANIMAL CONTROL (N7805)
A0163,-5127554146020951990,"Flexfab, LLC (A0163)"
C2612,-2601385224131312042,Corewel Health Pennock Hospital (C2612)
,-2594291277319357209,AIRPORT SAND AND GRAVEL
,1116006594379086525,"HASTINGS, CITY OF"
,2229857734156140428,"BARRY COUNTY READY MIX, INC"
P1547,3271753419824385309,NAPS- Hastings LLC (P1547)
N7603,4165998749366998138,"B & R OIL CO-SMART MART, PHILLIPS 66 CONVENIENCE (N7603)"
A0155,4557686267312217317,Hastings Fiberglass Products Inc. (A0155)
P0795,4715690915636223750,Hastings Fiberglass Products (P0795)
N3569,4922959060769714986,Flexfab Horizons International (N3569)
N2952,5651440340159310010,Hastings Landfill (N2952)
A0160,6455798816122446861,Viking Corp. (A0160)
,-6823315428764000693,Timpson Transport
,-6730976989367335078,Envision Engineering
N5329,-6154336272048638692,MICHIGAN WIRE PROCESSING CO (N5329)
,-5347547980837428850,Commercial Building
,-3364589598689375702,KING MILLING COMPANY
N3605,90311655816606445,King Milling Company (N3605)
,268444192359453384,Commercial Inproved
,295372356673541986,LOWELL GRANITE COMPANY
,650703955345110427,"LOWELL, CITY OF"
,1687497655932630170,Comercial Building
K3023,2467111635098358604,SUPERIOR FURNITURE CO (K3023)
,5307636921770178596,NEWELL MANUFACTURING
A2470,5888728842461506300,ATTWOOD CORP (A2470)
N0533,-7905039144671209021,Padnos Summit Steel (N0533)
,-1923631688932032954,NATIONAL BANK OF HASTINGS
N7425,-570903075654768633,"TRI-CLOR, INC. (N7425)"
B8069,-471956878729978930,CAPPON OIL CO (B8069)
,2047579665837608618,Residence
,5207218459958793075,Royal Coach Building
,5469417017326543419,"BENNETT INDUSTRIES, INC"
A0171,5622292130030058949,Hastings Manufacturing Company (A0171)
,6109164618637944403,Nothing But Trucks
,6829497055496458112,MONTICELLO HOUSE
,8650075403102800527,Royal Coach - Commercial
N6848,-8448999481566613771,Parker Excavating Gravel & Recycling Inc (N6848)
,-4838420675288441509,H & L Manufacturing
,-4680626302344932898,Consumers Energy
,-3974186772619144656,MIDDLEVILLE BOARD OF EDUCATION
,-3449909028218127328,"Affordable Asphalt, LLC"
,-3437477644034165400,Shell Station
A0169,1809312892426700927,Bradford White Corporation (A0169)
N7273,5375139869549593687,"EURO LIGHTING DESIGNS, INC. (N7273)"
B2848,8452486481268928235,LESCOA -Div of Meridian Automotive Systems  P #3 (B2848)
,-8745631738905355404,Residence
N6352,-8349341550260809967,TWIN CITY FOODS INC (N6352)
N1448,-6934899071373795675,LOWELL ENGINEERING CORP (N1448)
N2199,-5842261530919887745,FRANKLIN METALS TRADING CORPORATION (N2199)
,135107291254136335,Cargill
,3189861079135393374,"HSV REDI-MIX, INC"
B5184,6651722895902433667,APEC (B5184)
,8409720723418159491,Great Lakes Gravel
P0541,-9200870127239869713,LAKEWOOD WASTEWATER AUTHORITY (P0541)
N7145,-7430413437844890203,Caledonia Farmers Elevator Company (N7145)
,-2885982845223475634,"HSV REDI-MIX, INC"
,-1570893313057778048,LAKEWOOD GRAIN & STORAGE
B7364,3351439100898428406,Crop Production Services - Woodbury (B7364)
P1317,3460888812967101974,"Meadowbrook Ag-grid, LLC (P1317)"
,6765646124944027929,Crop Production Services
N7412,8334088214989843271,Carbon Green Bioenergy (N7412)
P0578,-4265899485342686292,"Caribbean Pool & Fiberglass Products, Inc. (P0578)"
A2579,-3325870303845637506,ROOT LOWELL MFG CO (A2579)
N6733,-2631386012727018422,Crystal Flash Limited Partnership  (Remed) (N6733)
,-1290877302911233623,Elite Auto Body
,958328203236866740,PUR Forms
P0479,6876780427029752344,COMPOSITECH (P0479)
P0375,8714889267176942927,Lowell Light & Power  (P0375)
,-8923986070652870306,Us Guys LLC
N6735,-7651701851095156532,Crystal Flash Limited Partnership    (Remed) (N6735)
,-2312365012537903980,Carhart Products
,1359483549499210765,"LEIGH PRODUCTS, INC"
N5513,3319696500225846679,SARANAC TANK INC (N5513)
N5658,4685675191919771156,ADAC Automotive Saranac Plant (N5658)
P0604,7442884869046400644,Risner Sand & Gravel LLC (P0604)
N1784,-9217216328760584421,Ada Cogeneration LLC (N1784)
N5135,-7227558232084414100,SUNRISE AUTO GASOLINE SERVICE STATION (N5135)
,-2105749458951642893,ADA ELEMENTARY SCHOOLS
,-56157418110603919,"CLARK & FRY REDI-MIX, INC"
,1081018487962999250,Mike Boluyt
A2402,2651651493033127936,"Access Business Group, LLC (A2402)"
A6428,-4270702989266453259,BUSKIRK LUMBER CO (A6428)
,2585380665039219278,Brook View Dairy
,3372739462586686126,41-14185 100th St SE-Freeport
,6126399842027713933,Paragon Model Shop
P1447,6351123097295986389,BERQ RNG (P1447)
,-5063270168019371027,West Michigan Sawmill
,-3047562506120536336,Impact Operations LLC
,-2250105460389295893,Peninsula Prestress
N6821,-2138976573528264012,Reliable Relamping Inc (N6821)
N7757,3243783992839203927,HERBRUCK POULTRY RANCH (N7757)
N7125,-8187162013694428826,Sunset Memorial Gardens (N7125)
N8142,-519002680941769051,"LOWE'S HOME CENTERS, INC (N8142)"
P1526,4458831859170692423,Walmart Supercenter #5411 (P1526)
N5982,5361373502963295799,PERFORMANCE PLUS CAR WASH (N5982)
,5969937106175010578,IONIA BOARD OF EDUCATION
,-8680110909783899738,apartment bldg dirt drive
,60474145242430383,"Plains LPG Services, L.P."
,4652757254425814905,Altogas
,5921590957329306985,Jerry and Melanie Corson Open Burning
B7515,6934560978503915346,Magna Mirrors Lowell Division (B7515)
,-6280549522903561233,Noon Equipment
N5328,-5432966394782402983,MICHIGAN WIRE PROCESSING CO (N5328)
P1627,-4959305453029072202,Oak + Ash Pet Memorial Services (P1627)
P1368,-672034573639979648,Grand Rapids Gravel Company (P1368)
,6682828856539323391,River Valley Construction LLC
P0546,-1909169438840735841,"Agg-Tech Recycling, LLC  (P0546)"
,-1374124074917388228,Unknown burning in Caledonia
P0844,2735033572626385133,"MSV Construction, Inc. (P0844)"
P1612,7311926619688125602,Oak & Ash (P1612)
,-3764384152474901423,"Jim Buer Excavating, Inc."
,-2939757486866478237,Buer Excavating Inc.
A2208,8589027676025893774,Bulman Products Inc. (A2208)
,-4332936171043263675,Blough Inc.
,-507413280248060651,Open Burning - Riverside Drive
N5446,1267800290967013349,OTTAWA AGGREGATES INC (N5446)
P0629,-8949308399698498743,HENNEY FARMS (P0629)
,-8310965038290822504,Sunny Crest Youth Ranch
N5406,8733625929138420986,Crop Production Services - Sunfield (N5406)
P1454,-8925484113634376004,Pure Aluminum (P1454)
P0247,5227193368304727295,"HERBRUCK POULTRY RANCH, GREEN MEADOW ORGANIC POUL (P0247)"
N8218,-8826268089464110939,K INDUSTRIES INC (N8218)
,-5551873323966810355,Vic Goddard
,-8806974323831505853,Blough
N1455,3282093351722682344,Noah's Pet Cemetery & Pet Crematory (N1455)
,-6333935110982149463,5769 Head Lake Road
,6530449714079257550,UNKNOWN
,810877801890278558,Custom Components Corporation
P1135,4923532202303291458,C2 Excavating (P1135)
P0549,-6310351226425171886,Rest in Peace Farms (P0549)
P0732,-1439974545398816947,Herbruck Poultry Ranch Crematory (P0732)
,-1088014644314597026,JUSTICE JUNCTION
,7307258265599551758,Fischer-Idema Excavating
,-562172770487540627,GreenCo Ventures LLC
,2324719784241530018,Elliott's Dowling Body Shop
,-9038073394543484811,A & L Wood Products
,148615809993781096,Build Masters
,-5258753978786037751,"CAMP THORNAPPLE, INC"
D0837,-756293117225689406,CITIZENS ELEVATOR CO (D0837)
,-252981014256861656,Consumers Energy
,-3107980735108764443,Consumers Energy
,-9212027784978566221,CONSUMERS SAND & GRAVEL COMPANY
N6048,-2071590723659992936,DIMOND MACHINERY CO (N6048)
,-6442622738279942693,"FRY & FRY READY MIX, INC"
,128794309376531207,"GOLD METAL FABRICATIONS, INC"
P1555,-1878853789501151443,High Grade Materials (P1555)
,-5268794714379009030,Kendall Tobias Auctioneer
P1268,-2452668782099660856,Red Leaf RNG LLC (P1268)
,821527937564300389,Residence
,-429546310090493179,Resident
P1316,-7681852053268433079,Sandman Trucking (P1316)
,-3660520895025481923,Testament Disposal Alleged
,-4857552899388627154,"Citizens Grain Elevator, LLC"
,-3366072864640881249,MINOR WALTON BEAN COMPANY
,-759925076192167838,EATON COUNTY MEDICAL FACILITY
,1532128796104980249,EATON CITY BOARD OF SUPERVISORS
,1842194009412325085,Lea's Auto Body
,2284139663361477103,Cork & Bottle
,7407456709249407068,CHARLOTTE COMPANY
,8069359743560704618,Charlotte Iron & Metal
B1589,9174155089133959079,L L Johnson Lumber Manufacturing Company (B1589)
,9178943441653286201,CHARLOTTE PUBLIC SCHOOLS
N1611,-5635413470832636481,Alive (N1611)
,-3875592356793041446,Action Plastics
D1428,631254746697913102,Charlotte High School (D1428)
N0823,4151114090885906521,"S P Kish Industries, Inc. (N0823)"
,7298948486826795955,MDNRE REGION I U P DISTRICT
,7852435933239405436,Ad-Tech
P1175,1015452873225168300,The Shyft Group USA (P1175)
N2503,7345755440286018030,"Spartan Fire, LLC (N2503)"
,5066715895289650837,Builders Redi Mix Inc
D1263,-7860043296530256112,Caledonia Farmers Elevator (D1263)
N3140,8276691251765049426,"CHARLOTTE ANODIZING, LLC (N3140)"
B6189,8119839801702894122,City of Charlotte Waste Water Treatment Plant (B6189)
,5220873474681166321,Commercial Building
,-6260851930128072638,Davis gravel pit
,4834226432877619472,E.T. MacKenzie Company
D0856,7816375411097047784,FLEET IMAGE (D0856)
B7331,1630177928508394151,Global Plastics Corporation (B7331)
,1918532462814348392,Hodges Body Shop
,-6788974956425971674,"JANSKO, INC"
B1588,3326808433099853261,JOHNSON IRON INDUSTRIES (B1588)
,-7685075844959465503,L & S Automotive
N6818,4335655296319031736,Linn Products Inc (N6818)
B1592,-3039712529861434729,Michigan Can Lines (B1592)
N7920,-9001168152136061148,MICHIGAN PALLET INC (N7920)
P1312,-6740635021919414478,"Michigan Reagg, Inc. (P1312)"
K3061,-8579945753675851685,Parkview Elementary School (K3061)
,-7301444015741507305,Riverside Oak Furniture
N3427,1746788908644622625,Team One Chevrolet (N3427)
N7823,-6951086660191903435,Trendwell Antrim Inc. - East Albert 2 Satellite (N7823)
,8177199475282180521,Troms Tree Works
,701645816789474136,UNKNOWN
,5028770379565791950,"Xclusive Autoworkz, LLC"
,7639686443241373406,Yoder farm/slaughterhouse
,-9078239271086635948,ALL AUTO SERVICE
,-4174654122976208912,"TRUCK PROPERTIES, INC"
N5917,-3674907438869059371,OLEARY PAINT CO (N5917)
P0951,-2417710467695349362,SC Environmental Services (P0951)
,-1267538244385002488,BARNUM & TERRY BODY SHOP
,-555222997076572382,MCLEAN SCREEN PRINTING
,75516647398059038,RAY'S TRUCK & TRAILER
B4163,964680093102603347,LANSING ELECTRIC MOTORS (B4163)
B8866,1623772106991863489,S & S Die Company (B8866)
N5470,1823992593358811703,BARYAMES CLEANERS INC (N5470)
,2963711513712657429,LANSING BOARD OF WATER & LIGHT
,4200249669378540245,Able Concrete
,4588196342130056372,POLY CHEM MANUFACTURING CORPORATION
,4798672590524303286,RESTORATION NOW
,5313987310369974686,A & A Rent a Ride
,7673951167673418352,LANSING GENERAL HOSPITAL
,7772524537323741056,Bees Asphalt and Concrete
,7969578678989969172,Commercial Building
N1432,8295537384699272834,NU-WAY BRAKE (N1432)
,-6891318260148561396,Southside Auto Sales
,-5520859137098145124,Quality Dairy Company
A1590,-5275755663900967940,Michigan Forge Company (A1590)
,-4276256878715899534,Capital Automotive Sales and Service
,-3415956575593452624,"Aalberts Surface Technologies AA, LLC N2473)"
N8001,-2269147429190332554,SMART OFFICE SYSTEMS (N8001)
,-2104305922302685963,Jerry Blakesley
,-1664450868972150304,FEDERAL DROP FORGE
E0018,848304656024975689,MICHIGAN CAPITAL MEDICAL CENTER GRNCAMPU (E0018)
A1591,2641929108787095210,"Reid Machinery, Inc. (A1591)"
A1641,4125250349048290639,General Motors Lansing Grand River Assembly (A1641)
B2647,6438853214182887855,Lansing Board of Water and Light - REO Town Plant (B2647)
,7863456221666208556,Jerry Blakesley
,8502888148312153496,Jerry Blakesley
,9074318983194012139,XG Sciences
M4288,9077288933324486008,MAACO (M4288)
N7269,-7547837566222991966,L. D. CLARK COMPANY LLC (N7269)
,-4762211230789197249,"RIETH-RILEY CONSTRUCTION COMPANY, INC"
M3784,-2976165347992518451,"Meijer, Inc. (M3784)"
,-2479986024524518492,Lansing Ice and Fuel
,1203482063438881117,Kamps Pallets
,1273554323682485917,Rifkin Scrap Iron and Metal Co.
N7931,1501602860558100984,Lansing Asphalt Terminal Company (N7931)
,2627952117249194007,Walker's Truck & Trailer Service
P0587,3822769278362267619,COCA-COLA ENTERPRISES (P0587)
P1087,5546410669452089313,Green Peak Innovations LLC (P1087)
N7272,5668103524947025944,"L. D. CLARK COMPANY, LLC (N7272)"
B1646,5907492272735257815,"Rieth Riley Construction Company, Inc. (B1646)"
N6610,6135669006744947857,Nationwide Truck Brokers (N6610)
N6413,9188305110159557724,"Rieth Riley Construction Co., Inc. (N6413)"
,-6467667369372873336,Miller's Crossing
P1390,-5327139940221198221,Reclaimed Aggregate Inc. - dba L & L Aggregates (P1390)
,-4705261492599993557,Motorcars of Lansing
N7911,-4457356664913074437,Community Mental Health (N7911)
N7158,-3853044939882740379,Rainbow Bridge (N7158)
A1637,-2459607497314905507,Pratt & Whitney AutoAir (A1637)
,-840435920308712660,Capitol Cadillac Corporation
N7759,627920914615761581,SPRINT UNITED MANAGEMENT (N7759)
P0032,1140816833137972388,Speedway SuperAmerica LLC SSA 2305 (P0032)
,1916864410509556883,CAPITOL CADILLAC CORPORATION
N8127,3981109408717777664,"LOWE'S HOME CENTERS, INC (N8127)"
,4706916730106404088,Amber's Air Duct Cleaning
,8771747554129696937,Michigan Septic
N8176,8869206448816614801,SPEEDWAY SUPERAMERICA LLC (SSA 7090) (N8176)
,-9183524461777822976,Woodbridge
N6613,-6566610864658235533,Select Steel Corporation of America (N6613)
,-6247006449766567552,Bridgewater
,-4297386891460643721,Davis Construction
,-2871022444957953216,Air Lift Company
,-2724478517638841710,QUALITY WOOD TREATING COMPANY
,-2447928198831228262,STATE OF MICHIGAN
,-170327313492803348,Faurecia
B5393,386298617554021819,"Purina Mills, Inc. (B5393)"
,2745000530201067824,FMC CORPORATION
,6661321950073779167,"Midwest Press & Automation, LLC"
,7809117384392398928,"Unknown odors, Millett neighborhood"
B5917,-7218629866667385352,Sargent Contracting Company (B5917)
P0124,-2573484985198514356,Admiral Petroleum (P0124)
,-1649725234292894848,WHITTUM GRAVEL COMPANY
P0725,-473248160930562670,Eaton Rapids Electric Department (P0725)
N6163,-195718155513589179,MIDWAY TERREL OPERATING CO (N6163)
A0968,940169507380111530,"VON WEISE USA, INC (A0968)"
N6165,3053786970851946813,MIDWAY TERREL OPERATING CO (N6165)
,3182848812046048802,LONG BEAN & GRAIN COMPANY
A0953,4476141007620721218,Michigan Packaging Company (A0953)
,5220154341307117044,Hungry Howie's
M3643,5262019925250907959,Long Bean & Grain Co. (M3643)
,7432223274650266550,"CONTRACTORS SAND & GRAVEL, INC"
,-9166041870540042123,Lansing Eastern High School Demolition
,-6375575766485887329,BAY PETROLEUM
B4150,-5875656833671905893,East Lansing Wastewater Treatment Plant (B4150)
P0011,-4795484409584142270,"Speedway SuperAmerica, LLC (SSA #7207) (P0011)"
,-2468157250659708644,Sohn Linen Service
,-2323390942908022480,"LANSING DPW, CITY OF"
,-1735264875155232348,Consumer Energy
,-891863416524863052,Arcadia Smokehouse
A1580,3684534470981975988,MARTIN BLOCK (A1580)
,4348959500685559797,MARSHALL MUSIC COMPANY
,8159344561738166441,Lansing Mall
,-5695565796155917748,GENERAL MOTORS CORPORATION
,-3713733856941716095,WORLD OF AUTOS
N7798,-3318836271849377962,SCIENCE APPLICATIONS INTERNATIONAL CORP (N7798)
B1639,-1447215457697603827,"W. Saginaw Street Complex Lansing Plant (2,3,6) (B1639)"
N3369,-319078543774084338,"Enprotech Mechanical Services, Inc. (N3369)"
,448388062418721781,INDUSTRIAL METAL PRODUCTS
,840613004819471155,Unknown - City of Lansing / Lansing Township
N7687,4792592760815858999,MCM MANAGEMENT CORP (N7687)
,6808147811765307691,Lansing Maker's Network
,8665965313324416183,DEPT OF MILITARY AFFAIRS
B2249,-3682027575433606925,GENERAL MOTORS SERVICE PARTS OPERATIONS (B2249)
,-2490760017333364613,Residence
,-820291937563320991,Canadian National Railway
,3922945304386683618,MOBIL OIL CORPORATION
,4417564883151849921,Douglas Steel Fabrication Corp.
P0381,5176880750488203266,"PREMCOR REFINING GROUP, INC (P0381)"
,7861344329242718338,Consumers Energy Hunters Ridge & Waverly regulator
,8145361011583399155,"MARATHON PETROLEUM COMPANY, LLC"
,-9214074746736567325,The Heavy Wrench
,-8145085521681469556,Fleet Image
,-6089168389395403937,Bridgewater Interiors
P1050,-5549519371129740179,Cintas Corporation (P1050)
B7008,-3188376285840490325,Ryder (B7008)
P0362,-2119072996478854877,Yanfeng Global Automotive Interiors (P0362)
,951287143726387139,Unnamed
N7803,7029398565742025732,LANSING STATE JOURNAL (N7803)
,-8225674379814598958,Residential
,-2463426465395277629,Commercial Building
,-22965194299897256,"MARATHON PETROLEUM COMPANY, LLC"
,3818400469292649828,SHELL OIL COMPANY
,6252414804651550822,Building
P0114,8363755754620499660,Speedway SuperAmerica LLC (SSA #8789) (P0114)
,8469018956315258880,The Propane Store
N7614,9108193102456143103,SHAHEEN CHEVROLET INC. (N7614)
,-7800874941854366109,Copart
N8058,-3222016242130941129,MICHIGAN STATE POLICE (N8058)
P0152,-2629974981994489823,"Michigan Department of Technology, Management and Budget (P0152)"
,294747491283922801,MDOT
,6255350897705297132,Residence
P0198,7385784824253610747,Michigan Paving and Materials (P0198)
B4001,8396711107230672263,Lansing Board of Water & Light - Erickson Station (B4001)
,-9110678429566500183,"SYMMETRY MEDICAL, INC"
A1614,-7830401070593638733,Barnes Aerospace (A1614)
,-6051100462131354977,PHI CONSTRUCTION COMPANY
N7191,-458956845902793061,Tecomet dba Symmetry Medical (N7191)
,3348709135379955767,Green Peak Innovations
,4919180657973379409,"Lansing Forge, Inc."
A1581,7478600897506106894,UNITED GLAZED PRODUCTS INC (A1581)
,-8895889703128760794,Sammy's Lounge
N7933,-6508743849931596096,Orchid Orthopedic Solutions Plant C (N7933)
N1553,-172128334059226994,"Holt Equipment Co., Inc. (N1553)"
N5391,1216174994360020940,Orchid Orthopedic Solutions Plants A and B (N5391)
N5298,2098872125844461720,EGLE RRD Lansing District (N5298)
,4547128574927311096,Delhi Charter Township
,7053985726142246187,HOLT PUBLIC SCHOOLS
P0101,-8391056968205099800,Bodycote Thermal Processing (P0101)
,-4752000746595493613,Alro Steel
,-2837608858151276149,SECURITY SERVICES OF LANSING
B7609,-1442437166656124114,"Shinglecycle, LLC (B7609)"
,-435598617516423026,Bigby Coffee
N0698,3151227329461166057,Kentwood Office Furniture - Lansing (N0698)
N0024,4881649937984715484,ADAMS PLATING (N0024)
,-9100348505496642800,CENTRAL DIE SINKING COMPANY
,-6830591082049749188,CARRIER-STEPHENS COMPANY
P0533,-195775940161732507,L & L Construction Company (P0533)
N0034,703185607724523294,"Molded Plastic Industries, Inc. (N0034)"
M3926,5300548953524961174,CLAYS AUTO BODY (M3926)
N2985,7310328796086743704,"Frank's Auto Body Works, Inc. (N2985)"
,-2117617384623987409,"Don's Windmill Truck Stop, Inc."
N1502,6988300765172510074,THOMPSON-McCULLY CO. (N1502)
P1588,7020508837302531181,DTMB Comprehensive State Public Health and Environmental Science Laboratory (P1588)
,7739220214971412881,Residence
,8403768175627680281,Residence
,9016082134435001955,JARVIS ACRES REST HOME
,-7511042715869714371,MDOT conference
P1585,-6551611170559873349,Spartan Concrete (P1585)
P1233,-3207628366991313615,"Biewer of Lansing, LLC (P1233)"
,-3124191513401300554,Central Circle Drive
,-1481895274327855423,"Biewer of Lansing, LLC"
P0429,8307794209001004168,Magna DexSys (Delta Exterior Systems) (P0429)
,-4597091068837662228,Private Residence
,-3116822567057091605,Unknown
,-592429226657568297,Delta County General
,2704942969475690865,DELTA CHARTER TOWNSHIP
N8116,3325959190137757853,"LOWE'S HOME CENTERS, INC (N8116)"
,6704090595018279558,Scott Hazen
,-5903248234989908177,Residence
,-219477653737895656,Consumers Energy
,1293355205229806521,Lansing BWL Wise Rd Water Conditioning Plant
,6399048756062739951,Hetzer residence and body shop
P0330,6792500203842342373,SPEEDWAY LLC (STATION SITE #2212) (P0330)
,-7962697498174939571,Robert Lee Auto Sales
,-931246016319009478,Vision Collision
N7297,5160266809397575648,"L.D. CLARK COMPANY, LLC (N7297)"
,6881121122480395913,Barn
N2413,7332606946193979077,SUNDANCE CHEVROLET (N2413)
P0591,-5698684712946145749,AMBASSADOR STEEL FABRICATION LLC (P0591)
,-1272392130634675832,"Ambassador Steel Fabrication, LLC"
N7249,-981116291738290782,B. A. Audio (N7249)
P0765,628257456885652154,OK Auto Mart (P0765)
N3731,-3600811781509201915,200 MLK LLC (N3731)
,-2828006982051158110,"Asphalt process, portable"
,7363768693361955329,SAINT LAWRENCE HOSPITAL
,8226287455864572230,Hanks Cuisines
,-7867971415594256748,TNT Pools
,-4877040566050236021,Bookshelf Bookstore
,3232817930082074275,BRUNETTE CHEMICAL COMPANY
P0550,4023936871511209127,"Paws Upon the Heart, LLC (P0550)"
,-3863409995565233872,"HADCO, INC"
N1456,-2684010107221805824,Great Lakes Wood (N1456)
,2492095178110980614,"MEIJER, INC"
,8422879793513190762,Commercial Building
,-3723160578873606342,Residential Site
,-445525359967555758,Residence
,2650175156519786163,Schaffers Landscape Supply
,-4853625670505975696,City of Potterville
B5396,3945517514117750801,Citizens Elevator (B5396)
D1431,6543875457042012338,Potterville High School (D1431)
,-7084529764743076710,Consumers Energy
,-529333892495168366,"ED'S REFINERY STATIONS, INC"
,4009651561616309269,West Saginaw Hwy Construction Site
,-3267993341304794767,"ULTIUM CELLS, LLC"
P1269,-54752574555575985,LGESMI Lansing (P1269)
N6950,3027872042862303996,General Motors LLC-Lansing Delta Township (N6950)
,-5616687089429437967,GORDON FOOD SERVICE
,43498972149704400,HTA Companies Inc.
,3088646717954914986,REPUBLIC PLASTICS COMPANY
,-5169058117971073816,XG Sciences
,-1646943541362875457,Neil Gorden
,3355343073168504801,Delphi Glass
P1424,-5009100445147246687,"MICHIGAN REAGG, INC. (P1424)"
P0063,1685414230290372294,McPhee Electric & Telecommunications Inc (P0063)
B2325,8762791887244879038,Northern Concrete Pipe (B2325)
,-8261971537013067579,Eaton Rapids Public Schools
N3677,4852459964172797209,Meridian Magnesium Products of America (N3677)
N7241,5251621712187471376,PPG (N7241)
N1162,-7519970329777140853,MSU SRN K3249 formerly MBI (N1162)
P1123,1058601228493830288,Mclaren Greater Lansing Hospital (P1123)
,-6594494302007374187,Frank's Nursery and Crafts
,5409314978215306740,Federal's Inc
,-6522067510060940243,Commercial
P0717,6125757926538398241,Eyde Commercial Building (P0717)
,-7161950199182281783,Beech Residence
,6703331215914469858,WRIGHT'S TOTAL
,-4979441470535213419,"AMERICAN MARSH PUMPS, INC"
,-5859367414498692090,"American Marsh Pumps, Inc."
,-3600990605990519698,BEASLEY-MORRIS ASPHALT PAVING COMPANY
,-6110866510101686828,BISHOP FURNITURE COMPANY
,-4260549070664343355,BOICHOT CONCRETE CORPORATION
,-6259436277252384243,Building
,-7104538027281061397,City of Lansing - Department of Planning
,-6324696803318964399,Constitution Hall
,-3194482084842435399,CORROSION COATING CONTRACTORS
,-6694849397080346533,DAILY HEATING & AIR CONDITIONING
,-5266631922472033846,DBI Office Interiors
N0951,-7388749736988971762,FRIEDLAND INDUSTRIES INC (N0951)
,-8987225883992290784,Gary Haynes
N8053,-5286900325043951953,Hawkings Homestead (N8053)
,-3619195075325957644,LANSING SCHOOL DISTRICT
,-6840180348968028867,"LBWL, Lake Lansing Rd. Landfill"
N8011,-8722495010941626990,"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN (N8011)"
,-8524031716174157046,"MICHIGAN GEOSEARCH, INC"
,-4695760832240893454,Michigan Safety Conference
,-3120833480784934096,MID-MICHIGAN INSULATION MANUFACTURING
P1446,-8514192550319666839,Neogen Corporation (P1446)
,-4252681124841183920,Ottawa Station
,-7815023456950281856,PHOTO MART
,-6756283844157763275,"SPARTAN DIE COMPANY, INC"
,-7761432123234949961,STATE OF MICHIGAN
,-8851083645846317164,Residence
,-5549806392655266989,City of Portland Light and Power
,-4302230168808691108,"KEUSCH SUPER SERVICE, INC"
,-4064025905342482478,Residence
A1693,-2614487522308358996,"ADM Alliance Nutrition, Inc. (A1693)"
N3440,-1922387379189996843,SPEEDWAY SUPERAMERICA LLC (SSA 2319) (N3440)
,-1519871155062405910,Home on Bridge Street
,-108195123619889015,ADM Storage Facility
A1730,1461008989984196910,NOISE BARRIERS (A1730)
N5352,2485821772224454583,City of Portland Light and Power (N5352)
,2768688155169041433,Commercial Business
N6888,4460557069306345989,Amoco Oil Company   Station 9743 (N6888)
,1643194360382491283,"Agri Sales, Inc."
,5960970473661197717,Allen Miller(?)
,-2606392683390922761,Area of Sunfield Hwy and Goodwin Rd.
P0197,3289910782191966671,"Bierlein Companies, Inc. (P0197)"
B8712,5465172582969899550,Cassel Farms Grain System (B8712)
,-5233291951710668072,Davis Construction
N3973,-5763437953670685664,ETM ENTERPRISES INC (N3973)
,4443895618970725266,IONIA PUBLIC SCHOOLS
,5958298622568772509,Lyons Auto Body
,7475694679357358608,"MOPRO, INC"
