id,name,zip_code,county,full_address,geometry
N7921,NSF INTERNATIONAL,48105,WASHTENAW,"789 N DIXBORO RD, ANN ARBOR, MI","[-83.6749004, 42.2830831]"
P0116,SPEEDWAY SUPERAMERICA LLC (SSA 8708),48105,WASHTENAW,"2799 PLYMOUTH RD, ANN ARBOR, MI","[-83.7048021, 42.30282709999999]"
N2915,TOYOTA MOTOR NORTH AMERICA R&D,48105,WASHTENAW,"1555 WOODRIDGE, ANN ARBOR, MI","[-83.6780574, 42.2978282]"
N5813,UNITED STATES GEOLOGICAL SURVEY-DEPT. OF INTERIOR,48105,WASHTENAW,"1451 GREEN RD, ANN ARBOR, MI","[-83.6930508, 42.2946283]"
N5040,US EPA NATL VEHICLE&FUEL EMISSION,48105,WASHTENAW,"2565 PLYMOUTH RD, ANN ARBOR, MI","[-83.7111128, 42.3040935]"
M3653,V A MEDICAL CENTER,48105,WASHTENAW,"2215 FULLER RD, ANN ARBOR, MI","[-83.7152643, 42.2863768]"
P0863,"A & D TECHNOLOGIES, INC.",48108,WASHTENAW,"4622 RUNWAY BOULEVARD, ANN ARBOR, MI","[-83.7323653, 42.2193143]"
N6989,AVL POWERTRAIN ENGINEERING,48108,WASHTENAW,"1801 E ELLSWORTH RD, ANN ARBOR, MI","[-83.7214079, 42.2303867]"
M4210,CAYMAN CHEMICAL CO.,48108,WASHTENAW,"1180 E. ELLSWORTH RD, ANN ARBOR, MI","[-83.7240644, 42.2286894]"
N6266,FEDERAL MOGUL POWERTRAIN INC,48108,WASHTENAW,"560 AVIS DR, ANN ARBOR, MI","[-83.7390053, 42.2138401]"
U81146320,MITSUBISHI MOTORS R & D OF AMERICA,48108,WASHTENAW,"3735 VARSITY DRIVE, ANN ARBOR, MI","[-83.7253927, 42.2345973]"
N2556,OMNI METALS LABORATORY,48108,WASHTENAW,"4683 FREEDOM DRIVE, ANN ARBOR, MI","[-83.69536740000001, 42.220097]"
A6695,UNIVERSITY LITHOPRINTERS,48108,WASHTENAW,"4150 VARSITY DR, ANN ARBOR, MI","[-83.7269699, 42.2260073]"
M0675,UNIVERSITY OF MICHIGAN,48109,WASHTENAW,"1239  KIPKE DR, ANN ARBOR, MI","[-83.74395539999999, 42.265239]"
M3749,"BELL INDUCTION HEATING, INC",48111,WAYNE,"41241 EDISON LAKE RD, BELLEVILLE, MI","[-83.443404, 42.2123723]"
B4280,"CADILLAC ASPHALT LLC, RAWSONVILLE",48111,WAYNE,"1785 RAWSONVILLE RD, BELLEVILLE, MI","[-83.5406654, 42.2205004]"
B8994,"CONTRACT WELDING & FABRICATING, INC.",48111,WAYNE,"385 SUMPTER RD, BELLEVILLE, MI","[-83.4838163, 42.2005817]"
N7317,CONTRACTORS STEEL COMPANY,48111,WAYNE,"48649 SCHOONER DRIVE, BELLEVILLE, MI","[-83.5166826, 42.2572143]"
P0313,EXXON MOBIL OIL CORPORATION,48111,WAYNE,"11250 HAGGERTY ROAD, BELLEVILLE, MI","[-83.44123979999999, 42.2225897]"
B6178,HURON VALLEY STEEL CORP,48111,WAYNE,"41000 HURON RIVER DR, BELLEVILLE, MI","[-83.4415525, 42.2107653]"
N7644,J & T AGGREGATE LLC,48111,WASHTENAW,"7200 RAWSONVILLE RD, BELLEVILLE, MI","[-83.544996, 42.18593]"
P0608,"JP MORGAN CHASE BANK, NATIONAL ASSOCIATION",48111,WAYNE,"9000 HAGGERTY ROAD, BELLEVILLE, MI","[-83.44796099999999, 42.237129]"
B3101,MICROTECT DCT,48111,WAYNE,"12611 HAGGERTY RD., BELLEVILLE, MI","[-83.43886690000001, 42.2111627]"
M4410,"SMW MANUFACTURING, INC.",48111,WAYNE,"8707 SAMUEL BARTON DRIVE, BELLEVILLE, MI","[-83.441233, 42.239613]"
M4854,SUMPTER GENERATING PLANT,48111,WAYNE,"8509 RAWSONVILLE RD, BELLEVILLE, MI","[-83.53605600000002, 42.167035]"
P0864,T-REX ARMS SHOOTING RANGE,48111,WAYNE,"44800 NORTH I-94 SERVICE DRIVE, BELLEVILLE, MI","[-83.4782744, 42.2211905]"
M4782,US ECOLOGY MICHIGAN,48111,WAYNE,"49350 N. I 94 SERVICE DR, BELLEVILLE, MI","[-83.524588, 42.220843]"
M4510,CITY SAND & LANDFILL INC,48111,WAYNE,"46805  WILLOW RD, SUMPTER TWP, MI","[-83.49678899999999, 42.1118499]"
B2809,DTE - ELECTRIC COMPANY DAYTON PEAKERS,48111,WAYNE,"50550 BEMIS, VAN BUREN TWP, MI","[-83.534711, 42.176371]"
N6962,EXCEL TESTING AND ENGINEERING LLC,48111,WAYNE,"9059 SAMUEL BARTON DR, VAN BUREN TWP, MI","[-83.44052900000001, 42.236809]"
P0379,"NEXT TOOL, LLC",48111,WAYNE,"41200 COCA-COLA DRIVE, VAN BUREN TWP, MI","[-83.44374839999999, 42.243328]"
N3010,BLACKMORE CO,48111,WASHTENAW,"10800 BLACKMORE AVE, YPSILANTI TWP, MI","[-83.5465973, 42.1964712]"
N8335,HEAVENLY ACRES PET CREMATION SERVICES,48114,LIVINGSTON,"4369 SOUTH OLD US 23, BRIGHTON, MI","[-83.75254699999999, 42.5386028]"
P1103,SPRING MILL RECLAMATION,48114,LIVINGSTON,"7676 RUSHTON ROAD, BRIGHTON, MI","[-83.699861, 42.4939299]"
B5823,AJAX MATERIALS CORP,48116,LIVINGSTON,"7392 KENSINGTON RD, BRIGHTON, MI","[-83.6900339, 42.497648]"
P0310,AMERICAN COMPOUNDING SPECIALTIES,48116,LIVINGSTON,"9984 BORDERLINE DRIVE, BRIGHTON, MI","[-83.763235, 42.5175237]"
N5371,AMOCO OIL COMPANY REMEDIATION PMT 491-94,48116,LIVINGSTON,"9400 LEE ROAD, BRIGHTON, MI","[-83.7608394, 42.5060993]"
N8338,BATTERY SOLUTIONS RECOVERY LLC,48116,LIVINGSTON,"7266 KENSINGTON RD, BRIGHTON, MI","[-83.689826, 42.4994714]"
N6674,BRIGHTON CHRYSLER,48116,LIVINGSTON,"9827 EAST GRAND RIVER, BRIGHTON, MI","[-83.7667815, 42.5232339]"
M4275,COR-MET,48116,LIVINGSTON,"12500 E GRAND RIVER, BRIGHTON, MI","[-83.70214469999999, 42.5166254]"
B1764,DUNNAGE ENGINEERING INC,48116,LIVINGSTON,"721 ADVANCE, BRIGHTON, MI","[-83.79002600000001, 42.536006]"
N3096,GENERAL CHEMICAL CORP,48116,LIVINGSTON,"12336 EMERSON DR, BRIGHTON, MI","[-83.6974941, 42.4989561]"
N3947,GORDON FOOD SERVICES INC,48116,LIVINGSTON,"7770 KENSINGTON COURT, BRIGHTON, MI","[-83.6863644, 42.4908568]"
N5339,MARCH COATINGS PLANT 2,48116,LIVINGSTON,"1279 RICKETT RD, BRIGHTON, MI","[-83.77095, 42.517867]"
N2497,MARCH COATINGS VENTURES LLC,48116,LIVINGSTON,"160 SUMMIT, BRIGHTON, MI","[-83.77642449999999, 42.5181645]"
N3259,MERCHANTS METAL,48116,LIVINGSTON,"800 WHITNEY STREET, BRIGHTON, MI","[-83.7902124, 42.5346125]"
N5279,MORGAN SAND & GRAVEL CO.,48116,LIVINGSTON,"1875 OLD US 23, BRIGHTON, MI","[-83.7525634, 42.5752047]"
N7989,RASMUSSEN LANDFILL,48116,LIVINGSTON,"9040 SPICER RD, BRIGHTON, MI","[-83.768878, 42.4549136]"
N6630,TOYADA GOSEI FLUID SYSTEMS USA CORPORATION,48116,LIVINGSTON,"740 ADVANCE STREET, BRIGHTON, MI","[-83.79151859999999, 42.537003]"
N2311,TRANSTAR AUTOBODY TECHNOLOGIES,48116,LIVINGSTON,"2040 HEISERMAN DR, BRIGHTON, MI","[-83.81033959999999, 42.5713716]"
P0821,UNIVERSITY OF MICHIGAN,48116,LIVINGSTON,"7500 CHALLIS ROAD, BRIGHTON, MI","[-83.7990643, 42.5426789]"
B8642,WYMAN-GORDON COMPANY,48116,LIVINGSTON,"7250 WHITMORE LAKE ROAD, BRIGHTON, MI","[-83.7619905, 42.4958397]"
N6932,DCF RECYCLING INC.,48116,LIVINGSTON,"KENSINGTON ROAD, GREEN OAK TWP, MI","[-83.68960000000001, 42.5066992]"
P0768,VELSICOL CHEMICAL CORPORATION SUPERFUND SITE,48116,GRATIOT,"324 NORTH STREET, SAINT LOUIS, MI","[-84.60712, 43.395769]"
P0552,"CARDINAL AGGREGATE, INC.",48117,MONROE,"200 MATLIN ROAD, CARLETON, MI","[-83.3847816, 42.0721587]"
N7013,GUARDIAN INDUSTRIES CORP,48117,MONROE,"14511 ROMINE ROAD, CARLETON, MI","[-83.3628272, 42.0869756]"
B1877,GUARDIAN INDUSTRIES-CARLETON,48117,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]"
N6685,RENEW VALVE & MACHINE,48117,MONROE,"845 MONROE, CARLETON, MI","[-83.38882939999999, 42.0590351]"
N6527,GALLUP PROPERTIES INC.,48118,LIVINGSTON,"8355 GRAND RIVER AVENUE, BRIGHTON, MI","[-83.78857219999999, 42.5461167]"
N7626,CHELSEA MILLING CO.,48118,WASHTENAW,"201 W. NORTH ST, CHELSEA, MI","[-84.02417770000001, 42.3186905]"
N7922,CHELSEA WWTP,48118,WASHTENAW,"6780 MCKINLEY, CHELSEA, MI","[-83.98746229999999, 42.3531944]"
N6603,CITY OF CHELSEA,48118,WASHTENAW,"660 E INDUSTRIAL DRIVE, CHELSEA, MI","[-84.030205, 42.318864]"
N7753,FRAME HARDWOODS INC,48118,WASHTENAW,"740 WEST INDUSTRIAL DR, CHELSEA, MI","[-84.03367709999999, 42.3207954]"
B2062,"GESTAMP WASHTENAW, LLC",48118,WASHTENAW,"5800 SIBLEY RD, CHELSEA, MI","[-84.02764719999999, 42.3230118]"
N2644,HATCH STAMPING CO,48118,WASHTENAW,"635 E INDUSTRIAL DR, CHELSEA, MI","[-84.0321077, 42.32033029999999]"
N2204,MARATHON PIPE LINE LLC (FREEDOM STATION),48118,WASHTENAW,"12433 ELLLSWORTH RD, CHELSEA, MI","[-83.9715006, 42.2236095]"
N7029,SHERIDAN BOOKS,48118,WASHTENAW,"613 E INDUSTRIAL DR, CHELSEA, MI","[-84.0317773, 42.3227668]"
A8640,CLEVELAND-CLIFFS STEEL CORPORATION DEARBORN WORKS,48120,WAYNE,"4001  MILLER ROAD, DEARBORN, MI","[-83.16281239999999, 42.3171522]"
N7340,"CONTINENTAL AUTOMOTIVE SYSTEM, INC.",48120,WAYNE,"15201 MERCANTILE DR., DEARBORN, MI","[-83.186587, 42.3094404]"
B3534,EDW. C. LEVY CO. PLANT 2 PORTABLE CRUSHER,48120,WAYNE,"9400 EAGLE, DEARBORN, MI","[-83.1447735, 42.31506419999999]"
EN6300003,FOUR SEASONS CLEANERS,48120,OAKLAND,"20 MIDDLEBURRY CT, DEARBORN, MI","[-83.1903217, 42.3079455]"
P0344,"GROUND EFFECTS, LLC",48120,WAYNE,"15200 COMMERCE DR NORTH, DEARBORN, MI","[-83.1881777, 42.3122164]"
P0460,LEVY CEC SCREENING PLANT,48120,WAYNE,"9300 DIX, DEARBORN, MI","[-83.1442885, 42.314789]"
P0512,SCHILBE TREE CARE,48120,WAYNE,"1600 ENTERPRISE DRIVE, DEARBORN, MI","[-83.1951707, 42.2814743]"
B5434,WATERFRONT PETROLEUM TERMINAL CO,48120,WAYNE,"1071 MILLER RD, DEARBORN, MI","[-83.1448218, 42.2944797]"
A6902,DARLING INGREDIENTS INC,48122,WAYNE,"3350 GREENFIELD RD, MELVINDALE, MI","[-83.1717042, 42.2909494]"
P0871,EBONEX CORPORATON,48122,WAYNE,"2380 SOUTH WABASH, MELVINDALE, MI","[-83.1701341, 42.27761479999999]"
P0467,GLE SCRAP METAL-MELVINDALE,48122,WAYNE,"25435 OUTER DRIVE, MELVINDALE, MI","[-83.1724788, 42.2689381]"
B8948,KEYSTONE UNIVERSAL CORPORATION,48122,WAYNE,"18400 RIALTO, MELVINDALE, MI","[-83.1710552, 42.27445]"
N7641,MONARCH ELECTRIC APPARATUS,48122,WAYNE,"18800 MEGINNITY AVE, MELVINDALE, MI","[-83.1748652, 42.2722621]"
M3754,PEERLESS METAL POWDERS & ABRASIVES,48122,WAYNE,"18900 RIALTO, MELVINDALE, MI","[-83.1726881, 42.2722857]"
B4734,SHRADER TIRE & OIL CO,48122,WAYNE,"25445 OUTER DR, MELVINDALE, MI","[-83.17193449999999, 42.2666439]"
J4912,BEAUMONT HOSPITAL - DEARBORN,48124,WAYNE,"18101 OAKWOOD BLVD, DEARBORN, MI","[-83.2142323, 42.2904146]"
P0879,DEARBORN ENERGY CENTER,48124,WAYNE,"1641 CARROLL SHELBY WAY EAST, DEARBORN, MI","[-83.23145389999999, 42.2959807]"
B6230,FORD MOTOR CO RESEARCH & DEV CTR,48124,WAYNE,"1701 VILLAGE ROAD, DEARBORN, MI","[-83.2303469, 42.3037357]"
N8024,MICHIGAN BELL TELEPHONE CO,48124,WAYNE,"23460 MICHIGAN AVE, DEARBORN, MI","[-83.264901, 42.3019648]"
N8080,SPEEDWAY SUPERAMERICA LLC (REM SITE SSA 8732),48124,WAYNE,"23785 W MICHIGAN, DEARBORN, MI","[-83.29837839999999, 42.2957247]"
P0207,SUNOCO INC (R & M),48124,WAYNE,"2600 S TELEGRAPH RD, DEARBORN, MI","[-83.27205, 42.29307319999999]"
M4260,BIG 3 PRECISION,48126,WAYNE,"10800 FORD RD, DEARBORN, MI","[-83.16573749999999, 42.3304882]"
N7844,DTE (EMERGENCY GENERATORS AT FORD R&E CENTER,48126,WAYNE,"21500 OAKWOOD BLVD, DEARBORN, MI","[-83.2368829, 42.3042224]"
N7723,DTE ENERGY SERV-FORD MOTOR CO WORLD HEADQUARTERS,48126,WAYNE,"17600 MICHIGAN AVE, DEARBORN, MI","[-83.22119049999999, 42.3103012]"
EN8200235,DYNAMIC DRY CLEANERS,48126,WAYNE,"6476 GREENFIELD, DEARBORN, MI","[-83.1956699, 42.3381283]"
B9080,"ENVIROSOLIDS, LLC",48126,WAYNE,"6011 WYOMING AVE, DEARBORN, MI","[-83.15731, 42.3349148]"
M4175,FORD MOTOR CO,48126,WAYNE,"ONE AMERICAN ROAD, DEARBORN, MI","[-83.2101594, 42.3147537]"
M4838,GREAT LAKES WATER AUTHORITY - SPRINGWELLS PLANT,48126,WAYNE,"8300 W. WARREN, DEARBORN, MI","[-83.1526718, 42.3468592]"
N0226,"HINKLE MANUFACTURING, LLC",48126,WAYNE,"6340 MILLER RD, DEARBORN, MI","[-83.1660725, 42.3366343]"
M4847,"KENWAL PICKLING, LLC",48126,WAYNE,"8223 W WARREN AVE, DEARBORN, MI","[-83.150494, 42.3432073]"
B5162,MAKSTEEL PROCESSING LLC I A UNION PARTENERS CO.,48126,WAYNE,"4343 WYOMING, DEARBORN, MI","[-83.1600426, 42.3197323]"
N8026,MICHIGAN BELL TELEPHONE CO,48126,WAYNE,"17651 MICHIGAN AVE, DEARBORN, MI","[-83.2118653, 42.3107879]"
M4798,PRO V ENTERPRISES,48126,WAYNE,"4401 WYOMING AVE, DEARBORN, MI","[-83.159205, 42.3216737]"
EN8200418,SUNSET CLEANERS INC,48126,WAYNE,"7708 APPOLINE ST, DEARBORN, MI","[-83.1681033, 42.3489099]"
N7294,"WOLVERINE OIL AND SUPPLY CO., INC.",48126,WAYNE,"10455 FORD RD., DEARBORN, MI","[-83.1636439, 42.3292146]"
P0487,XEROX BUSINESS SERVICES,48126,WAYNE,"5225 AUTO CLUB DRIVE, DEARBORN, MI","[-83.22132119999999, 42.3252132]"
N7258,GLASS RECYCLERS INC.,48126,WAYNE,"6465 WYOMING, DETROIT, MI","[-83.1577393, 42.3377831]"
N7702,JUBBU DESIGNERS,48126,WAYNE,"45657 PORT ST, PLYMOUTH, MI","[-83.4938571, 42.3872585]"
K8294,FORD ROAD ANIMAL CLINIC,48127,WAYNE,"23520 FORD ROAD, DEARBORN HTS, MI","[-83.2668451, 42.3273425]"
K5375,UNIVERSITY MI DEARBORN,48128,WAYNE,"4901 EVERGREEN RD, DEARBORN, MI","[-83.2354189, 42.3186546]"
N1119,ALPHA METAL FINISHING,48130,WASHTENAW,"8155 HURON ST, DEXTER, MI","[-83.8849864, 42.3410183]"
N2417,CRAMER TECH COATING INC,48130,WASHTENAW,"6055 JACKSON RD, DEXTER, MI","[-83.8496626, 42.2893313]"
N3267,DAPCO INDUSTRIES,48130,WASHTENAW,"2500 BISHOP CIRCLE EAST, DEXTER, MI","[-83.87678869999999, 42.3260948]"
N7596,DEXTER FASTENER TECHNOLOGIES INC.,48130,WASHTENAW,"2110 BISHOP CIRCLE EAST, DEXTER, MI","[-83.87728560000001, 42.3201419]"
N5862,INDUSTRIAL TECTONICS,48130,WASHTENAW,"7222 W HURON RIVER DR, DEXTER, MI","[-83.82127489999999, 42.331332]"
P0892,MCCULLY RECYCLE,48130,WASHTENAW,"7061 DEXTER ANN ARBOR RD, DEXTER, MI","[-83.8720477, 42.325669]"
N5805,"NORTHERN PIZZA EQUIPMENT, INC.",48130,WASHTENAW,"8020 GRAND ST, DEXTER, MI","[-83.88958149999999, 42.3355537]"
P0622,STATELINE CRUSHING,48130,WASHTENAW,"7061 DEXTER ANN ARBOR RD, DEXTER, MI","[-83.8720477, 42.325669]"
P0749,STATELINE CRUSHING - KPI 3055 V JAW CRUSHER,48130,WASHTENAW,"7061 DEXTER ANN ARBOR RD, DEXTER, MI","[-83.8720477, 42.325669]"
N1793,SWEEPSTER JENKINS EQUIPMENT CO,48130,WASHTENAW,"2800 N ZEEB RD, DEXTER, MI","[-83.8393657, 42.3100633]"
N5812,THOMSON SHORE INC,48130,WASHTENAW,"7300 JOY RD, DEXTER, MI","[-83.8756294, 42.3430477]"
P1165,"NASERDEAN REAL ESTATE, LLC",48130,WAYNE,"30259 FORD ROAD, GARDEN CITY, MI","[-83.340218, 42.32500520000001]"
P1189,AGGREGATE INDUSTRIES,48131,MONROE,"15215 DAY ROAD, DUNDEE, MI","[-83.65811599999999, 41.9940621]"
P1197,AGGREGATE INDUSTRIES,48131,MONROE,"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
N5436,AGGREGATE INDUSTRIES - CHELSEA PLANT,48131,MONROE,"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
N6283,AGGREGATE INDUSTRIES - DAY ROAD,48131,MONROE,"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
N6045,AGGREGATE INDUSTRIES - PULLMAN (SWEET) PLANT,48131,MONROE,"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
N6665,AGGREGATE INDUSTRIES- EDWARDSBURG (MILLIKEN) PLANT,48131,MONROE,"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
U58090229,CLEAN TECH INCORPORATED,48131,MONROE,"500 NORTH DUNHAM, DUNDEE, MI","[-83.65420569999999, 41.963079]"
P1174,"CLEAN TECH, INC.",48131,MONROE,"620 DUNDEE AZALIA, DUNDEE, MI","[-83.655284, 41.9877881]"
P0656,"DUNDEE CASTINGS COMPANY, INC.",48131,MONROE,"500 YPSILANTI STREET, DUNDEE, MI","[-83.6579498, 41.9630439]"
N7228,FCA US LLC - DUNDEE ENGINE PLANT,48131,MONROE,"5800 N. ANN ARBOR RD, DUNDEE, MI","[-83.67268969999999, 41.9797579]"
P1018,GREAT LAKES RUBBER,48131,MONROE,"5555 N. ANN ARBOR ROAD, DUNDEE, MI","[-83.6745681, 41.9772308]"
P0635,OLDCASTLE,48131,MONROE,"15215 DAY ROAD, DUNDEE, MI","[-83.65811599999999, 41.9940621]"
P0554,TENMILE CREEK EXCAVATING,48131,MONROE,"17040 TECUMSEH ROAD, DUNDEE, MI","[-83.6931589, 41.9644583]"
P1151,COVENANT CREMATION  & FUNERAL SOCIETY,48133,MONROE,"9150 SUDER AVENUE, ERIE, MI","[-83.4917633, 41.7791478]"
B7006,HEIDTMAN STEEL PRODUCTS INC,48133,MONROE,"640 LAVOY RD, ERIE, MI","[-83.5330044, 41.737506]"
B2846,J.R. WHITING CO,48133,MONROE,"4525 E. ERIE RD, ERIE, MI","[-83.5400324, 41.7941203]"
F5756,R J MARSHALL CO,48133,MONROE,"1740 ERIE RD, ERIE, MI","[-83.50670610000002, 41.794026]"
M4768,FLAT ROCK METAL INC,48134,WAYNE,"26601 W HURON RIVER DR, FLAT ROCK, MI","[-83.2990919, 42.0990414]"
N0929,FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI","[-83.2475951, 42.1032116]"
B8224,HURON VALLEY OIL CO.,48134,WAYNE,"26564 HURON RIVER ROAD, FLAT ROCK, MI","[-83.2940931, 42.1000982]"
P1070,"INTERNATIONAL BULK SERVICE, INC.",48134,WAYNE,"24002 VREELAND ROAD, FLAT ROCK, MI","[-83.2661971, 42.1103058]"
N5915,KINDER MORGAN UTOPIA LLC,48134,MONROE,"3340 WILL CARLTON DRIVE, FLAT ROCK, MI","[-83.2918744, 42.0964314]"
K7643,MICHIGAN MEMORIAL PARK,48134,WAYNE,"32163 W HURON RIVER DR, FLAT ROCK, MI","[-83.3472463, 42.1192166]"
N8235,MRP PROPERTIES LLC,48134,WAYNE,"25664 GILBRALTAR RD, FLAT ROCK, MI","[-83.2836706, 42.0948696]"
P0097,ENDURA PLATING TECHNOLOGY,48134,MACOMB,"42268 YEAREGO DR, STERLING HTS, MI","[-83.03383, 42.6037897]"
B4572,GORDON CHEVROLET,48135,WAYNE,"31850 FORD ROAD, GARDEN CITY, MI","[-83.3539765, 42.3257083]"
N7314,MAACO COLLISION   SAND VENTURES DBA,48135,WAYNE,"32530 FORD ROAD SUITE B, GARDEN CITY, MI","[-83.36147749999999, 42.3254819]"
B8844,FLEXIBLE METALS INC. (FORMERLY METALDYNE),48139,LIVINGSTON,"7495 E M-36, HAMBURG, MI","[-83.79790349999999, 42.4547593]"
U82145637,ABTREX INDUSTRIES INC.,48141,WAYNE,"28530 REYNOLDS, INKSTER, MI","[-83.3203161, 42.2902633]"
B3234,WOLVERINE GASKET DIVISION,48141,WAYNE,"2638 PRINCESS STREET, INKSTER, MI","[-83.30272029999999, 42.29359580000001]"
N8238,LIGHTHOUSE CONTRACTING SERVICES LLC,48145,MONROE,"4755 S OTTER CREEK, LASALLE, MI","[-83.4354441, 41.8502711]"
N7214,ROSELAWN MEMORIAL PARK,48145,MONROE,"13200 S DIXIE HWY, LASALLE, MI","[-83.4561044, 41.8603488]"
M4535,BASF CORPORATION,48146,WAYNE,"1512 JOHN A PAPALAS DR, LINCOLN PARK, MI","[-83.18351229999999, 42.2562075]"
N8033,SPEEDWAY SUPERAMERICA LLC (SSA 8798),48146,WAYNE,"2472 DIX RD, LINCOLN PARK, MI","[-83.1955234, 42.2484725]"
P0576,A & R PACKING CO. INC.,48150,WAYNE,"34157 AUTRY, LIVONIA, MI","[-83.3820753, 42.3799591]"
N7880,A T & T,48150,WAYNE,"11770 MERRIMAN RD, LIVONIA, MI","[-83.350033, 42.37016]"
N3809,"ADVANCED TECHNOLOGY & TESTING, ATW",48150,WAYNE,"12841 STARK RD, LIVONIA, MI","[-83.3807753, 42.37802569999999]"
N7257,ADVANCED TECHNOLOGY SERVICES,48150,WAYNE,"12400 BELDEN CT., LIVONIA, MI","[-83.3887876, 42.37481469999999]"
P1057,AIR TECHNOLOGIES,48150,WAYNE,"11771 BELDEN COURT, LIVONIA, MI","[-83.38974739999999, 42.3703923]"
M4313,"APPLIED PROCESS, INC",48150,WAYNE,"12238 NEWBURGH RD, LIVONIA, MI","[-83.4110668, 42.3737254]"
P0638,ARISTEO CONSTRUCTION COMPANY,48150,WAYNE,"12811 FARMINGTON ROAD, LIVONIA, MI","[-83.37384709999999, 42.3777017]"
P1210,"ASCENSION REFLECTION CREMATION SERVICES, INC.",48150,WAYNE,"37105 INDUSTRIAL ROAD, LIVONIA, MI","[-83.410668, 42.3790791]"
B4569,"AWREY BAKERIES, INC.",48150,WAYNE,"12301 FARMINGTON RD, LIVONIA, MI","[-83.3739305, 42.37472169999999]"
N1060,BASF CORP,48150,WAYNE,"13000 LEVAN ROAD, LIVONIA, MI","[-83.40080440000001, 42.3779567]"
P1078,BEARING HEADQUARTERS CO,48150,WAYNE,"11800 BELDEN COURT, LIVONIA, MI","[-83.3888711, 42.3707628]"
H9647,BILL BROWN FORD,48150,WAYNE,"30400 PLYMOUTH ROAD, LIVONIA, MI","[-83.3433708, 42.3700416]"
P1046,BRODIE CORPORATION AUCTIONEERS,48150,WAYNE,"11895 BELDEN COURT, LIVONIA, MI","[-83.38962699999999, 42.3730171]"
P0537,CARBOLINE COMPANY,48150,WAYNE,"32820 CAPITOL, LIVONIA, MI","[-83.36587449999999, 42.3734518]"
P1045,"CHRISTMAN CONSTRUCTION, INC.",48150,WAYNE,"11897 BELDEN COURT, LIVONIA, MI","[-83.3896791, 42.3730688]"
EN8200415,CLASSIC CLEANERS,48150,WAYNE,"11990 MAYFIELD, LIVONIA, MI","[-83.3665491, 42.3726797]"
P1047,CLASSIC SOFT TRIM,48150,WAYNE,"11891 BELDEN COURT, LIVONIA, MI","[-83.3897408, 42.37285869999999]"
M4126,CORPORATE UPHOLSTERY INC.,48150,WAYNE,"12202 NEWBURGH ROAD, LIVONIA, MI","[-83.4110668, 42.3737254]"
N0745,CROWN GROUP THE LIVONIA,48150,WAYNE,"31774  ENTERPRISE DR, LIVONIA, MI","[-83.35545019999999, 42.3729794]"
N7957,DIVERSE RETAINING SOLUTIONS,48150,WAYNE,"31500 PAMCO COURT, LIVONIA, MI","[-83.3549785, 42.3793639]"
M4209,DIVERSIFIED FUELS PROPERTIES LLC,48150,WAYNE,"33430 SCHOOLCRAFT RD, LIVONIA, MI","[-83.37363839999999, 42.3831615]"
B4626,EAGLE PLASTICS,48150,WAYNE,"12001 LEVAN RD, LIVONIA, MI","[-83.4025566, 42.37032689999999]"
P1063,EVER KOLD REFRIGERATION,48150,WAYNE,"11877 BELDEN COURT, LIVONIA, MI","[-83.3897265, 42.3720942]"
N1010,EWI WORLDWIDE,48150,WAYNE,"13211 MERRIMAN, LIVONIA, MI","[-83.355396, 42.3783933]"
B4617,FELDMAN CHEVROLET,48150,WAYNE,"32570 PLYMOUTH, LIVONIA, MI","[-83.3653862, 42.3688862]"
M4734,FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI","[-83.3911244, 42.3712755]"
A8645,FORD MOTOR CO/ LIVONIA TRANSMISSION,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI","[-83.3983011, 42.37153620000001]"
P0958,GLR ADVANCED RECYCLING,48150,WAYNE,"12600 STARK, LIVONIA, MI","[-83.3784381, 42.3760538]"
P0571,GMC PHOTOGRAPHIC,48150,WAYNE,"31752 ENTERPRISE DRIVE, LIVONIA, MI","[-83.3548793, 42.3697817]"
N7099,INNOVATIVE LEATHER TECHNOLOGIES LLC,48150,WAYNE,"35521 INDUSTRIAL ROAD, LIVONIA, MI","[-83.39354449999999, 42.378074]"
B5826,J BAUTOTECH LLC,48150,WAYNE,"34039 SCHOOLCRAFT RD, LIVONIA, MI","[-83.3801075, 42.3816606]"
N8090,JOY SERVICES INC (REM SITE),48150,WAYNE,"39130 PLYMOUTH RD, LIVONIA, MI","[-83.42941239999999, 42.37191989999999]"
P1053,JTL AMERICA,48150,WAYNE,"12250 BELDEN COURT, LIVONIA, MI","[-83.3889128, 42.3730232]"
P1061,KONE,48150,WAYNE,"11864 BELDEN COURT, LIVONIA, MI","[-83.3888711, 42.371222]"
