name,doc_type,date,zip_code,county,full_address,source_id,geometry,doc_url
"MUSKEGON DEVELOPMENT, DOVER FACILITY",SAR,2019-10-15,48617,OTSEGO,"NE 1/4 SEC 30 T31N R2W, DOVER TWP, MI",N7828,"[-84.16461629999999, 41.87079440000001]",https://www.egle.state.mi.us/aps/downloads/srn/N7828/N7828_SAR_20191015.pdf
"MUSKEGON DEVELOPMENT, DOVER FACILITY",SAR,2020-10-07,48617,OTSEGO,"NE 1/4 SEC 30 T31N R2W, DOVER TWP, MI",N7828,"[-84.16461629999999, 41.87079440000001]",https://www.egle.state.mi.us/aps/downloads/srn/N7828/N7828_SAR_20201007.pdf
"MUSKEGON DEVELOPMENT, DOVER FACILITY",VN,2016-05-31,48617,OTSEGO,"NE 1/4 SEC 30 T31N R2W, DOVER TWP, MI",N7828,"[-84.16461629999999, 41.87079440000001]",https://www.egle.state.mi.us/aps/downloads/srn/N7828/N7828_VN_20160531.pdf
"MUSKEGON DEVELOPMENT, PIGEON RIVER FACILITY",FCE,2016-11-05,48625,OTSEGO,"SW 1/4 NW 1/4 SE 1/4 SEC 17, DOVER TWP, MI",N7832,"[-85.62292959999999, 44.1073663]",https://www.egle.state.mi.us/aps/downloads/srn/N7832/N7832_FCE_20161105.pdf
"MUSKEGON DEVELOPMENT, PIGEON RIVER FACILITY",SAR,2016-11-03,48625,OTSEGO,"SW 1/4 NW 1/4 SE 1/4 SEC 17, DOVER TWP, MI",N7832,"[-85.62292959999999, 44.1073663]",https://www.egle.state.mi.us/aps/downloads/srn/N7832/N7832_SAR_20161103.pdf
"MUSKEGON DEVELOPMENT, PIGEON RIVER FACILITY",SAR,2019-10-15,48625,OTSEGO,"SW 1/4 NW 1/4 SE 1/4 SEC 17, DOVER TWP, MI",N7832,"[-85.62292959999999, 44.1073663]",https://www.egle.state.mi.us/aps/downloads/srn/N7832/N7832_SAR_20191015.pdf
PARAGON METALS,SAR,2014-02-25,49242,HILLSDALE,"3010 W. MECHANIC ST., HILLSDALE, MI",N7476,"[-84.6561436, 41.934571]",https://www.egle.state.mi.us/aps/downloads/srn/N7476/N7476_SAR_20140225.pdf
CHAMPION BUS INC,SAR,2015-05-21,48444,LAPEER,"331 GRAHAM RD, IMLAY CITY, MI",N8165,"[-83.0034668, 43.0156432]",https://www.egle.state.mi.us/aps/downloads/srn/N8165/N8165_SAR_20150521.pdf
ABANDONED COMMERCIAL BUILDING,ASBVN,2016-06-27,48846,IONIA,"N. STATE ROAD, IONIA, MI",U341414092,"[-85.07507609999999, 42.9977547]",https://www.egle.state.mi.us/aps/downloads/srn/U341414092/U341414092_ASBVN_20160627.pdf
IRON COUNTY GENERAL,ASBVN,2018-06-21,49866,IRON,"ANY ROAD, IRON, MI",U36120455,"[-85.9049261, 44.10606809999999]",https://www.egle.state.mi.us/aps/downloads/srn/U36120455/U36120455_ASBVN_20180621.pdf
IRON COUNTY GENERAL,RASBVN,2018-07-10,49866,IRON,"ANY ROAD, IRON, MI",U36120455,"[-85.9049261, 44.10606809999999]",https://www.egle.state.mi.us/aps/downloads/srn/U36120455/U36120455_RASBVN_20180710.pdf
COOPER FOUNDRY INC.,RVN,2020-01-15,49009,KALAMAZOO,"8216 DOUGLAS AVE, KALAMAZOO, MI",B8878,"[-85.6099768, 42.3796287]",https://www.egle.state.mi.us/aps/downloads/srn/B8878/B8878_RVN_20200115.pdf
COOPER FOUNDRY INC.,SAR,2019-12-19,49009,KALAMAZOO,"8216 DOUGLAS AVE, KALAMAZOO, MI",B8878,"[-85.6099768, 42.3796287]",https://www.egle.state.mi.us/aps/downloads/srn/B8878/B8878_SAR_20191219.pdf
COOPER FOUNDRY INC.,VN,2019-12-19,49009,KALAMAZOO,"8216 DOUGLAS AVE, KALAMAZOO, MI",B8878,"[-85.6099768, 42.3796287]",https://www.egle.state.mi.us/aps/downloads/srn/B8878/B8878_VN_20191219.pdf
PRAB CONVEYORS,SAR,2016-03-08,49002,KALAMAZOO,"5944 E KILGORE RD, KALAMAZOO, MI",A2110,"[-85.5308769, 42.244931]",https://www.egle.state.mi.us/aps/downloads/srn/A2110/A2110_SAR_20160308.pdf
R L SCHMITT CO INC,SAR,2016-11-09,48150,WAYNE,"34506 GLENDALE, LIVONIA, MI",N8227,"[-83.38373829999999, 42.3776229]",https://www.egle.state.mi.us/aps/downloads/srn/N8227/N8227_SAR_20161109.pdf
,ASBVN,2015-06-23,nan,,,U56150576,,https://www.egle.state.mi.us/aps/downloads/srn/U561505076/U56150576_ASBVN_20150623.pdf
UNKNOWN,SAR,2017-10-24,48458,MONTMORENCY,"MONTMORENCY COUNTY, MONTMORENCY, MI",U60060087,"[-84.1403141, 45.07427939999999]",https://www.egle.state.mi.us/aps/downloads/srn/U60060087/U60060087_SAR_20171024.pdf
MINISTRELLI CONSTRUCTION CO,SAR,2019-11-07,48374,OAKLAND,"MINISTRELLI CONSTRUCTION CO, NOVI, MI",B5766,"[-83.3494463, 42.5675961]",https://www.egle.state.mi.us/aps/downloads/srn/B5766/B5766_SAR_20191107.pdf
UNKNOWN,SAR,2018-06-20,49795,OTSEGO,"OTSEGO COUNTY, OTSEGO, MI",U69060095,"[-84.6482398, 45.0992063]",https://www.egle.state.mi.us/aps/downloads/srn/U69060095/U69060095_SAR_20180620.pdf
UNKNOWN,SAR,2018-12-07,49795,OTSEGO,"OTSEGO COUNTY, OTSEGO, MI",U69060095,"[-84.6482398, 45.0992063]",https://www.egle.state.mi.us/aps/downloads/srn/U69060095/U69060095_SAR_20181207.pdf
UNKNOWN,SAR,2019-04-24,49795,OTSEGO,"OTSEGO COUNTY, OTSEGO, MI",U69060095,"[-84.6482398, 45.0992063]",https://www.egle.state.mi.us/aps/downloads/srn/U69060095/U69060095_SAR_20190424.pdf
UNKNOWN,SAR,2019-10-15,49795,OTSEGO,"OTSEGO COUNTY, OTSEGO, MI",U69060095,"[-84.6482398, 45.0992063]",https://www.egle.state.mi.us/aps/downloads/srn/U69060095/U69060095_SAR_20191015.pdf
"MUSKEGON DEVELOPMENT, OTSEGO LAKE FACILITY",FCE,2017-01-12,49601,OTSEGO,"SW 1/4 NE 1/4 SW 1/4 SEC 6, OTSEGO LAKE, MI",N7834,"[-84.69252999999999, 44.9169578]",https://www.egle.state.mi.us/aps/downloads/srn/N7834/N7834_FCE_20170112.pdf
"MUSKEGON DEVELOPMENT, OTSEGO LAKE FACILITY",SAR,2017-01-11,49601,OTSEGO,"SW 1/4 NE 1/4 SW 1/4 SEC 6, OTSEGO LAKE, MI",N7834,"[-84.69252999999999, 44.9169578]",https://www.egle.state.mi.us/aps/downloads/srn/N7834/N7834_SAR_20170111.pdf
"MUSKEGON DEVELOPMENT, OTSEGO LAKE FACILITY",SAR,2020-07-21,49601,OTSEGO,"SW 1/4 NE 1/4 SW 1/4 SEC 6, OTSEGO LAKE, MI",N7834,"[-84.69252999999999, 44.9169578]",https://www.egle.state.mi.us/aps/downloads/srn/N7834/N7834_SAR_20200721.pdf
SAPA ALUMINUM,SAR,2018-01-08,49004,KALAMAZOO,"5575 N RIVERVIEW, PARCHMENT, MI",A2098,"[-85.5603112, 42.3428891]",https://www.egle.state.mi.us/aps/downloads/srn/A2098/A2098_SAR_20180108.pdf
MULTI FEED INC,SAR,2014-08-22,48170,WAYNE,"16350 NORTHVILLE RD, PLYMOUTH, MI",B4721,"[-83.4687105, 42.405741]",https://www.egle.state.mi.us/aps/downloads/srn/B4721/B4721_SAR_20140822.pdf
JOHNSTON LITHOGRAPH INC.,SAR,2021-03-01,48174,WAYNE,"11334 HUNT ST, ROMULUS, MI",N4961,"[-83.3947, 42.2182419]",https://www.egle.state.mi.us/aps/downloads/srn/N4961/N4961_SAR_20210301.pdf
SAINT GOBIAN ABRASIVES,SAR,2017-09-27,48174,WAYNE,"27588 NORTHLINE RD, ROMULUS, MI",A8266,"[-83.3093706, 42.2106883]",https://www.egle.state.mi.us/aps/downloads/srn/A8266/A8266_SAR_20170927.pdf
HILDEN OIL CO - HAMILTON GAS PLANT,SAR,2018-11-14,48878,ISABELLA,"T 15 N R 14 W   SECTION 18  ISABELLA TWP, ROSEBUSH, MI",N8190,"[-84.7677927, 43.6991954]",https://www.egle.state.mi.us/aps/downloads/srn/N8190/N8190_SAR_20181114.pdf
"ST. MARYS CEMENT, INC",SAR,2021-06-03,49087,KALAMAZOO,"640 E SOUTH ST, SCHOOLCRAFT, MI",B7514,"[-85.6334428, 42.109299]",https://www.egle.state.mi.us/aps/downloads/srn/B7514/B7514_SAR_20210603.pdf
FORMER LUMBER YARD,ASBVN,2021-01-22,48083,OAKLAND,"1258 ROCHESTER RD, TROY, MI",U632100200,"[-83.1307641, 42.5449405]",https://www.egle.state.mi.us/aps/downloads/srn/U632100200/U632100200_ASBVN_20210122.pdf
DETROIT LEAD PIPE WORKS INC,SAR,2017-01-19,48238,WAYNE,"7001 LYNDON, DETROIT, MI",M4092,"[-83.1414047, 42.3951198]",https://www.egle.state.mi.us/aps/downloads/srn/M4092/M4092_SAR_20170119.pdf
VIENNA JUNCTION LANDFILL,FCE,2016-07-26,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_FCE_20160726.pdf
VIENNA JUNCTION LANDFILL,FCE,2018-07-11,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_FCE_20180711.pdf
VIENNA JUNCTION LANDFILL,FCE,2020-06-17,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_FCE_20200617.pdf
VIENNA JUNCTION LANDFILL,SAR,2016-07-26,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_SAR_20160726.pdf
VIENNA JUNCTION LANDFILL,SAR,2018-07-11,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_SAR_20180711.pdf
VIENNA JUNCTION LANDFILL,SAR,2020-06-17,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_SAR_20200617.pdf
VIENNA JUNCTION LANDFILL,TEST,2020-09-16,48133,MONROE,"6233 HAGMAN RD, ERIE, MI",N2689,"[-83.51335309999999, 41.7343661]",https://www.egle.state.mi.us/aps/downloads/srn/N2689/N2689_TEST_20200916.pdf
SPEEDWAY SUPERAMERICA (SSA 5543),SAR,2015-04-08,48382,OAKLAND,"8185 COMMERCE RD, COMMERCE TWP, MI",N8048,"[-83.44513169999999, 42.5921342]",https://www.egle.state.mi.us/aps/downloads/srn/N8048/N8048_SAR_20150408.pdf
SPEEDWAY SUPERAMERICA LLC (REM SITE SSA 8754),SAR,2016-08-30,48501,GENESEE,"G-3416 W PIERSON RD, FLINT, MI",N8096,"[-83.7490474, 43.0609814]",https://www.egle.state.mi.us/aps/downloads/srn/N8096/N8096_SAR_20160830.pdf
ALGONAC CAST PRODUCTS INC,SAR,2014-08-27,48001,SAINT CLAIR,"9300 STONE ROAD, ALGONAC, MI",A6260,"[-82.54572189999999, 42.6299997]",https://www.egle.state.mi.us/aps/downloads/srn/A6260/A6260_SAR_20140827.pdf
SPEEDWAY SUPERAMERICA LLC (REM SITE SSA 8702),SAR,2018-07-18,48001,SAINT CLAIR,"440 POINTE TREMBLE RD, ALGONAC, MI",N8094,"[-82.5371631, 42.6138238]",https://www.egle.state.mi.us/aps/downloads/srn/N8094/N8094_SAR_20180718.pdf
SUNSATION PRODUCTS INC,SAR,2015-04-16,48001,SAINT CLAIR,"9635 KRETZ DR, ALGONAC, MI",N6769,"[-82.5700738, 42.6222489]",https://www.egle.state.mi.us/aps/downloads/srn/N6769/N6769_SAR_20150416.pdf
SUNSATION PRODUCTS INC,SAR,2020-07-29,48001,SAINT CLAIR,"9635 KRETZ DR, ALGONAC, MI",N6769,"[-82.5700738, 42.6222489]",https://www.egle.state.mi.us/aps/downloads/srn/N6769/N6769_SAR_20200729.pdf
FORMER RESTAURANT,ASBVN,2018-05-02,48001,SAINT CLAIR,"4219 POINTE TREMBLE ROAD, CLAY TOWNSHIP, MI",U741802378,"[-82.56713599999999, 42.620197]",https://www.egle.state.mi.us/aps/downloads/srn/U741802378/U741802378_ASBVN_20180502.pdf
"MCCOIG MATERIALS, LLC",RVN,2019-09-09,48001,WAYNE,"1441 SPRINGWELLS COURT, DETROIT, MI",P1030,"[-83.10444849999999, 42.2901586]",https://www.egle.state.mi.us/aps/downloads/srn/P1030/P1030_RVN_20190909.pdf
"MCCOIG MATERIALS, LLC",SAR,2019-06-03,48001,WAYNE,"1441 SPRINGWELLS COURT, DETROIT, MI",P1030,"[-83.10444849999999, 42.2901586]",https://www.egle.state.mi.us/aps/downloads/srn/P1030/P1030_SAR_20190603.pdf
"MCCOIG MATERIALS, LLC",VN,2019-08-21,48001,WAYNE,"1441 SPRINGWELLS COURT, DETROIT, MI",P1030,"[-83.10444849999999, 42.2901586]",https://www.egle.state.mi.us/aps/downloads/srn/P1030/P1030_VN_20190821.pdf
"SC ENVIRONMENTAL SERVICES, LLC",SAR,2020-08-18,48001,OAKLAND,"12166 DIXIE HIGHWAY, HOLLY, MI",P1001,"[-83.578266, 42.852728]",https://www.egle.state.mi.us/aps/downloads/srn/P1001/P1001_SAR_20200818.pdf
HAVILAND PRODUCTS COMPANY,SAR,2021-08-18,48001,KALAMAZOO,"2722 NORTH BURDICK STREET, KALAMAZOO, MI",P1029,"[-85.5831575, 42.318596]",https://www.egle.state.mi.us/aps/downloads/srn/P1029/P1029_SAR_20210818.pdf
MI GRAVEL DBA TCA MANAGEMENT LLC,SAR,2019-08-05,48001,TUSCOLA,"10222 SHERIDAN ROAD, MILLINGTON, MI",P0998,"[-83.482202, 43.2317725]",https://www.egle.state.mi.us/aps/downloads/srn/P0998/P0998_SAR_20190805.pdf
EXOTIC RUBBER & PLASTICS,SAR,2021-06-11,48001,OAKLAND,"53500 GRAND RIVER AVENUE, NEW HUDSON, MI",P1091,"[-83.5813934, 42.5048647]",https://www.egle.state.mi.us/aps/downloads/srn/P1091/P1091_SAR_20210611.pdf
"MAYZIE, INC. DBA PET PASSAGES",RVN,2021-08-17,48001,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI",P1112,"[-83.2413538, 42.7152162]",https://www.egle.state.mi.us/aps/downloads/srn/P1112/P1112_RVN_20210817.pdf
"MAYZIE, INC. DBA PET PASSAGES",SAR,2021-07-29,48001,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI",P1112,"[-83.2413538, 42.7152162]",https://www.egle.state.mi.us/aps/downloads/srn/P1112/P1112_SAR_20210729.pdf
"MAYZIE, INC. DBA PET PASSAGES",VN,2021-08-10,48001,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI",P1112,"[-83.2413538, 42.7152162]",https://www.egle.state.mi.us/aps/downloads/srn/P1112/P1112_VN_20210810.pdf
"QUALITY ROASTING, LLC",RVN,2021-07-21,48001,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_RVN_20210721.pdf
"QUALITY ROASTING, LLC",SAR,2021-04-14,48001,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_SAR_20210414.pdf
"QUALITY ROASTING, LLC",TEST,2021-04-14,48001,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_TEST_20210414.pdf
"QUALITY ROASTING, LLC",VN,2021-04-29,48001,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_VN_20210429.pdf
"QUALITY ROASTING, LLC",VN,2021-07-20,48001,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_VN_20210720.pdf
"GROUND EFFECTS, LLC",FCE,2020-09-01,48001,MACOMB,"1990 CONCEPT DRIVE, WARREN, MI",P1019,"[-83.08143450000001, 42.4797386]",https://www.egle.state.mi.us/aps/downloads/srn/P1019/P1019_FCE_20200901.pdf
"GROUND EFFECTS, LLC",SAR,2020-08-27,48001,MACOMB,"1990 CONCEPT DRIVE, WARREN, MI",P1019,"[-83.08143450000001, 42.4797386]",https://www.egle.state.mi.us/aps/downloads/srn/P1019/P1019_SAR_20200827.pdf
ARISTO CAST,SAR,2019-08-28,48003,LAPEER,"7400 RESEARCH DR, ALMONT, MI",N8067,"[-83.04981389999999, 42.9328091]",https://www.egle.state.mi.us/aps/downloads/srn/N8067/N8067_SAR_20190828.pdf
NOVAK'S SUPPLY AND EQUIPMENT,VN,2021-05-07,48003,LAPEER,"3620 M-53, ALMONT, MI",U442102125,"[-83.05725199999999, 42.959516]",https://www.egle.state.mi.us/aps/downloads/srn/U442102125/U442102125_VN_20210507.pdf
VACANT BUILDING,ASBVN,2017-11-22,48003,LAPEER,"401 CHURCH STREET, ALMONT, MI",U441700575,"[-83.0483876, 42.9237149]",https://www.egle.state.mi.us/aps/downloads/srn/U441700575/U441700575_ASBVN_20171122.pdf
VACANT BUILDING,ASBVN,2018-02-28,48003,LAPEER,"401 CHURCH STREET, ALMONT, MI",U441700575,"[-83.0483876, 42.9237149]",https://www.egle.state.mi.us/aps/downloads/srn/U441700575/U441700575_ASBVN_20180228.pdf
VACANT BUILDING,VN,2017-12-19,48003,LAPEER,"401 CHURCH STREET, ALMONT, MI",U441700575,"[-83.0483876, 42.9237149]",https://www.egle.state.mi.us/aps/downloads/srn/U441700575/U441700575_VN_20171219.pdf
HENRY FORD MACOMB HEALTH CENTER -BRUCE TOWNSHIP,SAR,2017-06-06,48003,MACOMB,"80650 EARLE MEMORIAL HOSPITAL, BRUCE TWP, MI",K2576,"[-83.0398296, 42.886694]",https://www.egle.state.mi.us/aps/downloads/srn/K2576/K2576_SAR_20170606.pdf
ARMADA GRAIN,RVN,2015-01-21,48005,MACOMB,"73180 FULTON, ARMADA, MI",B8809,"[-82.88261039999999, 42.83696399999999]",https://www.egle.state.mi.us/aps/downloads/srn/B8809/B8809_RVN_20150121.pdf
ARMADA GRAIN,SAR,2014-12-09,48005,MACOMB,"73180 FULTON, ARMADA, MI",B8809,"[-82.88261039999999, 42.83696399999999]",https://www.egle.state.mi.us/aps/downloads/srn/B8809/B8809_SAR_20141209.pdf
ARMADA GRAIN,SAR,2017-06-26,48005,MACOMB,"73180 FULTON, ARMADA, MI",B8809,"[-82.88261039999999, 42.83696399999999]",https://www.egle.state.mi.us/aps/downloads/srn/B8809/B8809_SAR_20170626.pdf
ARMADA GRAIN,VN,2014-12-23,48005,MACOMB,"73180 FULTON, ARMADA, MI",B8809,"[-82.88261039999999, 42.83696399999999]",https://www.egle.state.mi.us/aps/downloads/srn/B8809/B8809_VN_20141223.pdf
ARMADA RUBBER MANUFACTURING CO,SAR,2021-11-05,48005,MACOMB,"24586 ARMADA RIDGE RD, ARMADA, MI",N5696,"[-82.8683528, 42.84543730000001]",https://www.egle.state.mi.us/aps/downloads/srn/N5696/N5696_SAR_20211105.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,FCE,2020-09-28,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_FCE_20200928.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,RVN,2019-10-03,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_RVN_20191003.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,RVN,2020-08-31,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_RVN_20200831.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,SAR,2020-01-30,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_SAR_20200130.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2013-09-24,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20130924.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-03-25,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20140325.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-07-09,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20140709.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-09-23,48005,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20140923.pdf
